accuracy,condition,child,target_word,age,pic_interact,play,talk,toy_num,pic_num,maternal_ed,super_condition,draw_num,poster_num,tv_num,condition_label
0,bw,70,bowl,7.164383562,5,5,5,4,3,3,pic,5,3,1,B&W Drawing
1,bw,71,bowl,5.287671233,5,5,5,12,6,5,pic,5,3,0,B&W Drawing
1,bw,72,bowl,7.301369863,2,3,3,3,6,1,pic,7,2,1,B&W Drawing
1,bw,73,bowl,7.128767123,2,4,4,2,2,5,pic,5,0,1,B&W Drawing
0,bw,74,bowl,7.194520548,2,4,2,3,1,1,pic,2,3,1,B&W Drawing
1,bw,75,bowl,7.476712329,4,4,4,20,5,1,pic,12,4,1,B&W Drawing
0,bw,76,bowl,6.873972603,5,4,4,0,1,1,pic,1,1,0,B&W Drawing
1,bw,77,bowl,7.531506849,4,2,4,24,6,3,pic,12,5,1,B&W Drawing
1,bw,78,bowl,7.115068493,4,4,4,20,5,1,pic,12,4,1,B&W Drawing
0,bw,79,bowl,3.846575342,2,5,4,5,5,5,pic,14,2,1,B&W Drawing
0,bw,80,bowl,4.057534247,4,3,4,4,2,1,pic,7,3,0,B&W Drawing
1,bw,81,bowl,3.6,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
1,bw,82,bowl,6.602739726,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
1,bw,83,bowl,5.249315068,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
1,bw,84,bowl,3.01369863,3,2,3,1,1,5,pic,12,4,1,B&W Drawing
1,bw,85,bowl,3.246575342,3,4,5,8,5,4,pic,5,7,1,B&W Drawing
1,bw,86,bowl,3.326027397,4,4,4,2,2,3,pic,6,2,1,B&W Drawing
1,bw,87,bowl,3.265753425,3,4,3,2,2,1,pic,4,3,1,B&W Drawing
1,bw,88,bowl,3.871232877,4,3,4,7,2,3,pic,6,2,1,B&W Drawing
0,bw,89,bowl,3.150684932,2,4,3,4,2,5,pic,5,2,1,B&W Drawing
0,bw,90,bowl,3.063013699,2,3,2,2,1,3,pic,4,3,1,B&W Drawing
0,bw,91,bowl,3.495890411,3,4,5,2,1,1,pic,3,2,0,B&W Drawing
0,bw,92,bowl,3.142465753,4,4,5,6,7,3,pic,48,3,2,B&W Drawing
1,bw,93,bowl,3.77260274,3,4,5,3,1,1,pic,4,4,1,B&W Drawing
1,bw,94,bowl,3.443835616,3,4,4,3,3,5,pic,10,0,1,B&W Drawing
0,bw,95,bowl,3.547945205,3,3,4,1,4,3,pic,16,2,0,B&W Drawing
1,bw,96,bowl,4.82739726,3,4,4,10,5,5,pic,24,4,1,B&W Drawing
0,obj,97,bowl,4.517808219,3,4,5,7,2,1,obj,17,2,1,Object
0,obj,98,bowl,3.901369863,3,4,4,10,5,3,obj,30,6,1,Object
0,obj,99,bowl,4.783561644,3,4,4,10,5,3,obj,30,6,1,Object
0,obj,100,bowl,4.950684932,3,4,4,10,5,3,obj,30,6,1,Object
0,obj,101,bowl,3.134246575,4,3,5,6,3,1,obj,16,1,1,Object
1,obj,102,bowl,6.254794521,4,4,4,6,2,5,obj,10,3,1,Object
0,obj,103,bowl,3.934246575,4,4,5,50,5,5,obj,36,7,0,Object
0,obj,104,bowl,3.090410959,4,2,4,20,4,5,obj,5,6,1,Object
0,obj,105,bowl,6.161643836,4,3,4,2,3,1,obj,3,4,1,Object
1,obj,106,bowl,6.430136986,3,3,4,10,4,3,obj,24,3,0,Object
1,obj,107,bowl,6.235616438,4,4,4,5,10,1,obj,20,2,1,Object
1,obj,108,bowl,6.980821918,4,4,5,2,3,3,obj,5,2,1,Object
1,obj,109,bowl,6.495890411,3,2,4,20,1,1,obj,16,2,1,Object
0,obj,110,bowl,6.021917808,3,3,4,5,3,5,obj,14,2,1,Object
1,obj,111,bowl,6.778082192,3,3,4,3,3,3,obj,5,4,1,Object
1,obj,112,bowl,6.621917808,3,3,4,1,2,3,obj,3,2,1,Object
0,obj,113,bowl,6.580821918,5,5,5,2,2,1,obj,3,2,0,Object
0,obj,114,bowl,6.901369863,4,4,3,15,5,4,obj,30,7,0,Object
1,obj,115,bowl,6.942465753,3,4,4,4,3,5,obj,10,4,1,Object
0,obj,116,bowl,5.350684932,5,3,4,1,3,3,obj,5,5,1,Object
1,obj,117,bowl,6.032876712,4,4,4,2,4,3,obj,7,2,1,Object
0,obj,118,bowl,3.347945205,3,3,4,3,1,3,obj,3,3,1,Object
1,obj,119,bowl,5.463013699,4,4,4,3,4,1,obj,5,6,0,Object
1,obj,120,bowl,6.18630137,3,2,4,4,1,3,obj,13,5,1,Object
0,obj,121,bowl,4.843835616,2,5,4,7,3,5,obj,18,3,1,Object
0,obj,122,bowl,3.720547945,4,5,5,2,2,3,obj,22,5,1,Object
1,obj,123,bowl,5.252054795,2,4,5,5,4,3,obj,6,4,1,Object
1,obj,124,bowl,4.830136986,5,4,5,6,2,3,obj,14,2,1,Object
1,obj,125,bowl,3.276712329,5,5,5,10,1,5,obj,10,10,2,Object
1,obj,126,bowl,6.652054795,5,5,5,15,1,5,obj,10,10,2,Object
1,obj,127,bowl,5.482191781,5,5,5,10,1,5,obj,10,10,2,Object
0,obj,128,bowl,5.016438356,4,4,5,4,2,1,obj,14,3,1,Object
0,photo,1,box,6.854794521,3,3,4,3,5,3,pic,0,1,1,Photo
1,photo,2,box,6.82739726,2,4,4,3,2,1,pic,3,2,0,Photo
1,photo,3,box,7.150684932,2,3,5,3,2,1,pic,3,4,1,Photo
0,photo,4,box,6.852054795,4,3,4,2,1,3,pic,1,2,0,Photo
0,photo,5,box,7.24109589,4,3,5,2,5,5,pic,5,5,1,Photo
0,photo,6,box,4.235616438,2,5,5,3,5,5,pic,5,5,1,Photo
0,photo,7,box,3.117808219,4,3,3,1,2,3,pic,3,3,0,Photo
1,photo,8,box,5.854794521,3,2,5,0,0,5,pic,3,1,1,Photo
0,photo,9,box,4.268493151,3,3,4,3,1,5,pic,3,2,1,Photo
1,photo,10,box,5.106849315,3,4,5,4,6,6,pic,8,3,2,Photo
1,photo,11,box,5.109589041,4,2,5,1,1,1,pic,14,0,0,Photo
1,photo,12,box,5.276712329,4,5,2,3,0,1,pic,5,3,1,Photo
1,photo,13,box,5.630136986,4,2,5,3,3,3,pic,4,2,1,Photo
1,photo,14,box,5.178082192,4,5,4,0,1,1,pic,2,2,1,Photo
1,photo,15,box,5.969863014,5,5,4,2,3,3,pic,3,3,1,Photo
1,photo,16,box,5.452054795,2,5,4,0,1,1,pic,1,1,0,Photo
0,photo,17,box,5.252054795,3,4,5,4,3,6,pic,5,6,1,Photo
1,photo,18,box,5.21369863,3,4,4,30,4,1,pic,5,3,1,Photo
1,photo,19,box,5.778082192,3,4,5,2,0,1,pic,14,2,1,Photo
0,photo,20,box,5.117808219,4,4,4,6,3,6,pic,48,5,1,Photo
1,photo,21,box,5.361643836,5,4,4,20,10,1,pic,12,4,1,Photo
1,photo,22,box,5.287671233,4,4,4,4,1,1,pic,5,6,1,Photo
1,photo,23,box,5.060273973,4,4,4,3,1,1,pic,4,6,1,Photo
1,photo,24,box,5.657534247,5,4,5,7,1,5,pic,4,2,1,Photo
1,photo,25,box,5.97260274,3,4,4,8,5,5,pic,20,7,1,Photo
1,photo,26,box,5.676712329,2,5,4,0,2,1,pic,3,1,0,Photo
1,photo,27,box,5.531506849,3,3,4,3,2,1,pic,6,3,0,Photo
1,photo,28,box,5.64109589,4,4,4,4,6,1,pic,12,4,1,Photo
0,photo,29,box,3.994520548,3,4,4,15,4,6,pic,6,2,1,Photo
1,photo,30,box,5.6,3,2,5,0,2,1,pic,2,1,1,Photo
0,photo,31,box,5.591780822,5,5,4,0,1,5,pic,2,2,1,Photo
1,photo,32,box,5.115068493,4,4,4,3,5,1,pic,12,3,1,Photo
0,cartoon,33,box,4.682191781,2,4,4,2,1,5,pic,8,0,1,Cartoon
1,cartoon,34,box,5.246575342,3,4,5,0,5,1,pic,12,2,1,Cartoon
0,cartoon,35,box,3.983561644,4,3,2,2,5,1,pic,5,2,1,Cartoon
1,cartoon,36,box,4.775342466,5,4,4,30,3,1,pic,3,3,1,Cartoon
1,cartoon,37,box,4.279452055,4,2,4,4,3,4,pic,3,2,0,Cartoon
1,cartoon,38,box,4.208219178,5,4,5,4,8,1,pic,16,4,2,Cartoon
0,cartoon,39,box,4.263013699,4,2,5,1,3,3,pic,13,1,1,Cartoon
0,cartoon,40,box,4.78630137,4,4,3,1,3,3,pic,2,2,1,Cartoon
0,cartoon,41,box,3.978082192,5,5,5,3,2,5,pic,6,5,1,Cartoon
1,cartoon,42,box,4.391780822,2,5,5,5,2,3,pic,12,1,1,Cartoon
0,cartoon,43,box,4.391780822,5,5,5,2,3,3,pic,4,2,1,Cartoon
0,cartoon,44,box,4.835616438,3,3,3,3,2,1,pic,12,2,1,Cartoon
0,cartoon,45,box,4.043835616,4,4,4,6,1,3,pic,3,2,1,Cartoon
1,cartoon,46,box,4.797260274,4,5,5,10,4,1,pic,8,0,1,Cartoon
1,cartoon,47,box,4.153424658,2,2,5,3,1,1,pic,2,1,1,Cartoon
0,cartoon,48,box,4.454794521,3,4,5,16,4,5,pic,28,3,0,Cartoon
0,cartoon,49,box,4.610958904,4,4,5,16,4,1,pic,16,3,0,Cartoon
1,cartoon,50,box,4.024657534,4,4,4,2,0,5,pic,10,4,1,Cartoon
0,cartoon,51,box,4.994520548,4,5,5,20,8,3,pic,13,7,3,Cartoon
0,cartoon,52,box,4.44109589,4,2,4,6,5,5,pic,20,4,1,Cartoon
1,cartoon,53,box,4.290410959,5,5,3,0,2,3,pic,2,0,1,Cartoon
1,cartoon,54,box,7.673972603,4,4,3,5,2,5,pic,10,2,1,Cartoon
1,cartoon,55,box,7.928767123,1,1,4,0,0,3,pic,1,0,1,Cartoon
1,cartoon,56,box,7.98,1,4,4,4,2,5,pic,4,2,2,Cartoon
1,cartoon,57,box,7.926027397,5,5,3,8,3,5,pic,4,5,1,Cartoon
0,cartoon,58,box,7.99,4,2,5,3,4,5,pic,6,4,1,Cartoon
0,cartoon,59,box,6.101369863,2,3,5,10,3,3,pic,4,3,1,Cartoon
1,cartoon,60,box,6.430136986,4,5,5,12,6,1,pic,7,2,1,Cartoon
1,cartoon,61,box,6.575342466,2,4,4,2,2,3,pic,13,0,1,Cartoon
1,cartoon,62,box,5.871232877,2,2,4,3,2,5,pic,5,4,1,Cartoon
1,cartoon,63,box,7.717808219,5,5,4,20,2,3,pic,10,5,1,Cartoon
1,cartoon,64,box,7.728767123,2,2,5,7,6,1,pic,15,5,1,Cartoon
1,bw,65,box,7.873972603,4,4,4,10,4,1,pic,8,2,0,B&W Drawing
0,bw,66,box,7.350684932,4,5,4,4,2,5,pic,6,2,1,B&W Drawing
1,bw,67,box,6.928767123,2,2,4,5,3,5,pic,15,0,1,B&W Drawing
0,bw,68,box,7.504109589,4,3,4,5,5,6,pic,20,3,1,B&W Drawing
1,bw,69,box,7.479452055,2,3,4,4,5,1,pic,24,5,1,B&W Drawing
0,bw,70,box,7.164383562,5,5,5,4,3,3,pic,5,3,1,B&W Drawing
1,bw,71,box,5.287671233,5,5,5,12,6,5,pic,5,3,0,B&W Drawing
1,bw,72,box,7.301369863,2,3,3,3,6,1,pic,7,2,1,B&W Drawing
1,bw,73,box,7.128767123,2,4,4,2,2,5,pic,5,0,1,B&W Drawing
0,bw,74,box,7.194520548,2,4,2,3,1,1,pic,2,3,1,B&W Drawing
0,bw,75,box,7.476712329,4,4,4,20,5,1,pic,12,4,1,B&W Drawing
1,bw,76,box,6.873972603,5,4,4,0,1,1,pic,1,1,0,B&W Drawing
1,bw,77,box,7.531506849,4,2,4,24,6,3,pic,12,5,1,B&W Drawing
1,bw,78,box,7.115068493,4,4,4,20,5,1,pic,12,4,1,B&W Drawing
1,bw,79,box,3.846575342,2,5,4,5,5,5,pic,14,2,1,B&W Drawing
0,bw,80,box,4.057534247,4,3,4,4,2,1,pic,7,3,0,B&W Drawing
0,bw,81,box,3.6,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
1,bw,82,box,6.602739726,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
1,bw,83,box,5.249315068,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
0,bw,84,box,3.01369863,3,2,3,1,1,5,pic,12,4,1,B&W Drawing
0,bw,85,box,3.246575342,3,4,5,8,5,4,pic,5,7,1,B&W Drawing
0,bw,86,box,3.326027397,4,4,4,2,2,3,pic,6,2,1,B&W Drawing
0,bw,87,box,3.265753425,3,4,3,2,2,1,pic,4,3,1,B&W Drawing
1,bw,88,box,3.871232877,4,3,4,7,2,3,pic,6,2,1,B&W Drawing
0,bw,89,box,3.150684932,2,4,3,4,2,5,pic,5,2,1,B&W Drawing
1,bw,90,box,3.063013699,2,3,2,2,1,3,pic,4,3,1,B&W Drawing
1,bw,91,box,3.495890411,3,4,5,2,1,1,pic,3,2,0,B&W Drawing
0,bw,92,box,3.142465753,4,4,5,6,7,3,pic,48,3,2,B&W Drawing
0,bw,93,box,3.77260274,3,4,5,3,1,1,pic,4,4,1,B&W Drawing
1,bw,94,box,3.443835616,3,4,4,3,3,5,pic,10,0,1,B&W Drawing
1,bw,95,box,3.547945205,3,3,4,1,4,3,pic,16,2,0,B&W Drawing
0,bw,96,box,4.82739726,3,4,4,10,5,5,pic,24,4,1,B&W Drawing
1,obj,97,box,4.517808219,3,4,5,7,2,1,obj,17,2,1,Object
1,obj,98,box,3.901369863,3,4,4,10,5,3,obj,30,6,1,Object
1,obj,99,box,4.783561644,3,4,4,10,5,3,obj,30,6,1,Object
1,obj,100,box,4.950684932,3,4,4,10,5,3,obj,30,6,1,Object
0,obj,101,box,3.134246575,4,3,5,6,3,1,obj,16,1,1,Object
0,obj,102,box,6.254794521,4,4,4,6,2,5,obj,10,3,1,Object
1,obj,103,box,3.934246575,4,4,5,50,5,5,obj,36,7,0,Object
0,obj,104,box,3.090410959,4,2,4,20,4,5,obj,5,6,1,Object
0,obj,105,box,6.161643836,4,3,4,2,3,1,obj,3,4,1,Object
0,obj,106,box,6.430136986,3,3,4,10,4,3,obj,24,3,0,Object
0,obj,107,box,6.235616438,4,4,4,5,10,1,obj,20,2,1,Object
1,obj,108,box,6.980821918,4,4,5,2,3,3,obj,5,2,1,Object
1,obj,109,box,6.495890411,3,2,4,20,1,1,obj,16,2,1,Object
1,obj,110,box,6.021917808,3,3,4,5,3,5,obj,14,2,1,Object
1,obj,111,box,6.778082192,3,3,4,3,3,3,obj,5,4,1,Object
1,obj,112,box,6.621917808,3,3,4,1,2,3,obj,3,2,1,Object
0,obj,113,box,6.580821918,5,5,5,2,2,1,obj,3,2,0,Object
1,obj,114,box,6.901369863,4,4,3,15,5,4,obj,30,7,0,Object
1,obj,115,box,6.942465753,3,4,4,4,3,5,obj,10,4,1,Object
1,obj,116,box,5.350684932,5,3,4,1,3,3,obj,5,5,1,Object
1,obj,117,box,6.032876712,4,4,4,2,4,3,obj,7,2,1,Object
0,obj,118,box,3.347945205,3,3,4,3,1,3,obj,3,3,1,Object
0,obj,119,box,5.463013699,4,4,4,3,4,1,obj,5,6,0,Object
0,obj,120,box,6.18630137,3,2,4,4,1,3,obj,13,5,1,Object
1,obj,121,box,4.843835616,2,5,4,7,3,5,obj,18,3,1,Object
0,obj,122,box,3.720547945,4,5,5,2,2,3,obj,22,5,1,Object
1,obj,123,box,5.252054795,2,4,5,5,4,3,obj,6,4,1,Object
0,obj,124,box,4.830136986,5,4,5,6,2,3,obj,14,2,1,Object
1,obj,125,box,3.276712329,5,5,5,10,1,5,obj,10,10,2,Object
1,obj,126,box,6.652054795,5,5,5,15,1,5,obj,10,10,2,Object
1,obj,127,box,5.482191781,5,5,5,10,1,5,obj,10,10,2,Object
1,obj,128,box,5.016438356,4,4,5,4,2,1,obj,14,3,1,Object
1,cartoon,1,button,6.854794521,3,3,4,3,5,3,pic,0,1,1,Cartoon
1,cartoon,2,button,6.82739726,2,4,4,3,2,1,pic,3,2,0,Cartoon
1,cartoon,3,button,7.150684932,2,3,5,3,2,1,pic,3,4,1,Cartoon
0,cartoon,4,button,6.852054795,4,3,4,2,1,3,pic,1,2,0,Cartoon
1,cartoon,5,button,7.24109589,4,3,5,2,5,5,pic,5,5,1,Cartoon
0,cartoon,6,button,4.235616438,2,5,5,3,5,5,pic,5,5,1,Cartoon
0,cartoon,7,button,3.117808219,4,3,3,1,2,3,pic,3,3,0,Cartoon
0,cartoon,8,button,5.854794521,3,2,5,0,0,5,pic,3,1,1,Cartoon
0,cartoon,9,button,4.268493151,3,3,4,3,1,5,pic,3,2,1,Cartoon
1,cartoon,10,button,5.106849315,3,4,5,4,6,6,pic,8,3,2,Cartoon
0,cartoon,11,button,5.109589041,4,2,5,1,1,1,pic,14,0,0,Cartoon
0,cartoon,12,button,5.276712329,4,5,2,3,0,1,pic,5,3,1,Cartoon
1,cartoon,13,button,5.630136986,4,2,5,3,3,3,pic,4,2,1,Cartoon
0,cartoon,14,button,5.178082192,4,5,4,0,1,1,pic,2,2,1,Cartoon
0,cartoon,15,button,5.969863014,5,5,4,2,3,3,pic,3,3,1,Cartoon
1,cartoon,16,button,5.452054795,2,5,4,0,1,1,pic,1,1,0,Cartoon
0,cartoon,17,button,5.252054795,3,4,5,4,3,6,pic,5,6,1,Cartoon
1,cartoon,18,button,5.21369863,3,4,4,30,4,1,pic,5,3,1,Cartoon
0,cartoon,19,button,5.778082192,3,4,5,2,0,1,pic,14,2,1,Cartoon
0,cartoon,20,button,5.117808219,4,4,4,6,3,6,pic,48,5,1,Cartoon
1,cartoon,21,button,5.361643836,5,4,4,20,10,1,pic,12,4,1,Cartoon
0,cartoon,22,button,5.287671233,4,4,4,4,1,1,pic,5,6,1,Cartoon
0,cartoon,23,button,5.060273973,4,4,4,3,1,1,pic,4,6,1,Cartoon
0,cartoon,24,button,5.657534247,5,4,5,7,1,5,pic,4,2,1,Cartoon
0,cartoon,25,button,5.97260274,3,4,4,8,5,5,pic,20,7,1,Cartoon
1,cartoon,26,button,5.676712329,2,5,4,0,2,1,pic,3,1,0,Cartoon
0,cartoon,27,button,5.531506849,3,3,4,3,2,1,pic,6,3,0,Cartoon
0,cartoon,28,button,5.64109589,4,4,4,4,6,1,pic,12,4,1,Cartoon
0,cartoon,29,button,3.994520548,3,4,4,15,4,6,pic,6,2,1,Cartoon
1,cartoon,30,button,5.6,3,2,5,0,2,1,pic,2,1,1,Cartoon
1,cartoon,31,button,5.591780822,5,5,4,0,1,5,pic,2,2,1,Cartoon
0,cartoon,32,button,5.115068493,4,4,4,3,5,1,pic,12,3,1,Cartoon
0,bw,33,button,4.682191781,2,4,4,2,1,5,pic,8,0,1,B&W Drawing
0,bw,34,button,5.246575342,3,4,5,0,5,1,pic,12,2,1,B&W Drawing
0,bw,35,button,3.983561644,4,3,2,2,5,1,pic,5,2,1,B&W Drawing
0,bw,36,button,4.775342466,5,4,4,30,3,1,pic,3,3,1,B&W Drawing
0,bw,37,button,4.279452055,4,2,4,4,3,4,pic,3,2,0,B&W Drawing
0,bw,38,button,4.208219178,5,4,5,4,8,1,pic,16,4,2,B&W Drawing
0,bw,39,button,4.263013699,4,2,5,1,3,3,pic,13,1,1,B&W Drawing
0,bw,40,button,4.78630137,4,4,3,1,3,3,pic,2,2,1,B&W Drawing
0,bw,41,button,3.978082192,5,5,5,3,2,5,pic,6,5,1,B&W Drawing
0,bw,42,button,4.391780822,2,5,5,5,2,3,pic,12,1,1,B&W Drawing
0,bw,43,button,4.391780822,5,5,5,2,3,3,pic,4,2,1,B&W Drawing
0,bw,44,button,4.835616438,3,3,3,3,2,1,pic,12,2,1,B&W Drawing
0,bw,45,button,4.043835616,4,4,4,6,1,3,pic,3,2,1,B&W Drawing
0,bw,46,button,4.797260274,4,5,5,10,4,1,pic,8,0,1,B&W Drawing
0,bw,47,button,4.153424658,2,2,5,3,1,1,pic,2,1,1,B&W Drawing
0,bw,48,button,4.454794521,3,4,5,16,4,5,pic,28,3,0,B&W Drawing
0,bw,49,button,4.610958904,4,4,5,16,4,1,pic,16,3,0,B&W Drawing
0,bw,50,button,4.024657534,4,4,4,2,0,5,pic,10,4,1,B&W Drawing
1,bw,51,button,4.994520548,4,5,5,20,8,3,pic,13,7,3,B&W Drawing
0,bw,52,button,4.44109589,4,2,4,6,5,5,pic,20,4,1,B&W Drawing
0,bw,53,button,4.290410959,5,5,3,0,2,3,pic,2,0,1,B&W Drawing
1,bw,54,button,7.673972603,4,4,3,5,2,5,pic,10,2,1,B&W Drawing
0,bw,55,button,7.928767123,1,1,4,0,0,3,pic,1,0,1,B&W Drawing
1,bw,56,button,7.98,1,4,4,4,2,5,pic,4,2,2,B&W Drawing
0,bw,57,button,7.926027397,5,5,3,8,3,5,pic,4,5,1,B&W Drawing
0,bw,58,button,7.99,4,2,5,3,4,5,pic,6,4,1,B&W Drawing
0,bw,59,button,6.101369863,2,3,5,10,3,3,pic,4,3,1,B&W Drawing
1,bw,60,button,6.430136986,4,5,5,12,6,1,pic,7,2,1,B&W Drawing
0,bw,61,button,6.575342466,2,4,4,2,2,3,pic,13,0,1,B&W Drawing
1,bw,62,button,5.871232877,2,2,4,3,2,5,pic,5,4,1,B&W Drawing
0,bw,63,button,7.717808219,5,5,4,20,2,3,pic,10,5,1,B&W Drawing
0,bw,64,button,7.728767123,2,2,5,7,6,1,pic,15,5,1,B&W Drawing
1,obj,65,button,7.873972603,4,4,4,10,4,1,obj,8,2,0,Object
1,obj,66,button,7.350684932,4,5,4,4,2,5,obj,6,2,1,Object
1,obj,67,button,6.928767123,2,2,4,5,3,5,obj,15,0,1,Object
1,obj,68,button,7.504109589,4,3,4,5,5,6,obj,20,3,1,Object
1,obj,69,button,7.479452055,2,3,4,4,5,1,obj,24,5,1,Object
1,obj,70,button,7.164383562,5,5,5,4,3,3,obj,5,3,1,Object
0,obj,71,button,5.287671233,5,5,5,12,6,5,obj,5,3,0,Object
1,obj,72,button,7.301369863,2,3,3,3,6,1,obj,7,2,1,Object
1,obj,73,button,7.128767123,2,4,4,2,2,5,obj,5,0,1,Object
1,obj,74,button,7.194520548,2,4,2,3,1,1,obj,2,3,1,Object
0,obj,75,button,7.476712329,4,4,4,20,5,1,obj,12,4,1,Object
0,obj,76,button,6.873972603,5,4,4,0,1,1,obj,1,1,0,Object
0,obj,77,button,7.531506849,4,2,4,24,6,3,obj,12,5,1,Object
0,obj,78,button,7.115068493,4,4,4,20,5,1,obj,12,4,1,Object
0,obj,79,button,3.846575342,2,5,4,5,5,5,obj,14,2,1,Object
0,obj,80,button,4.057534247,4,3,4,4,2,1,obj,7,3,0,Object
0,obj,81,button,3.6,3,4,4,3,4,5,obj,3,4,1,Object
1,obj,82,button,6.602739726,3,4,4,3,4,5,obj,3,4,1,Object
1,obj,83,button,5.249315068,3,4,4,3,4,5,obj,3,4,1,Object
0,obj,84,button,3.01369863,3,2,3,1,1,5,obj,12,4,1,Object
1,obj,85,button,3.246575342,3,4,5,8,5,4,obj,5,7,1,Object
0,obj,86,button,3.326027397,4,4,4,2,2,3,obj,6,2,1,Object
0,obj,87,button,3.265753425,3,4,3,2,2,1,obj,4,3,1,Object
0,obj,88,button,3.871232877,4,3,4,7,2,3,obj,6,2,1,Object
0,obj,89,button,3.150684932,2,4,3,4,2,5,obj,5,2,1,Object
0,obj,90,button,3.063013699,2,3,2,2,1,3,obj,4,3,1,Object
0,obj,91,button,3.495890411,3,4,5,2,1,1,obj,3,2,0,Object
0,obj,92,button,3.142465753,4,4,5,6,7,3,obj,48,3,2,Object
0,obj,93,button,3.77260274,3,4,5,3,1,1,obj,4,4,1,Object
0,obj,94,button,3.443835616,3,4,4,3,3,5,obj,10,0,1,Object
0,obj,95,button,3.547945205,3,3,4,1,4,3,obj,16,2,0,Object
0,obj,96,button,4.82739726,3,4,4,10,5,5,obj,24,4,1,Object
0,photo,97,button,4.517808219,3,4,5,7,2,1,pic,17,2,1,Photo
0,photo,98,button,3.901369863,3,4,4,10,5,3,pic,30,6,1,Photo
0,photo,99,button,4.783561644,3,4,4,10,5,3,pic,30,6,1,Photo
0,photo,100,button,4.950684932,3,4,4,10,5,3,pic,30,6,1,Photo
0,photo,101,button,3.134246575,4,3,5,6,3,1,pic,16,1,1,Photo
1,photo,102,button,6.254794521,4,4,4,6,2,5,pic,10,3,1,Photo
1,photo,103,button,3.934246575,4,4,5,50,5,5,pic,36,7,0,Photo
0,photo,104,button,3.090410959,4,2,4,20,4,5,pic,5,6,1,Photo
1,photo,105,button,6.161643836,4,3,4,2,3,1,pic,3,4,1,Photo
0,photo,106,button,6.430136986,3,3,4,10,4,3,pic,24,3,0,Photo
0,photo,107,button,6.235616438,4,4,4,5,10,1,pic,20,2,1,Photo
1,photo,108,button,6.980821918,4,4,5,2,3,3,pic,5,2,1,Photo
0,photo,109,button,6.495890411,3,2,4,20,1,1,pic,16,2,1,Photo
0,photo,110,button,6.021917808,3,3,4,5,3,5,pic,14,2,1,Photo
1,photo,111,button,6.778082192,3,3,4,3,3,3,pic,5,4,1,Photo
1,photo,112,button,6.621917808,3,3,4,1,2,3,pic,3,2,1,Photo
1,photo,113,button,6.580821918,5,5,5,2,2,1,pic,3,2,0,Photo
0,photo,114,button,6.901369863,4,4,3,15,5,4,pic,30,7,0,Photo
1,photo,115,button,6.942465753,3,4,4,4,3,5,pic,10,4,1,Photo
0,photo,116,button,5.350684932,5,3,4,1,3,3,pic,5,5,1,Photo
1,photo,117,button,6.032876712,4,4,4,2,4,3,pic,7,2,1,Photo
0,photo,118,button,3.347945205,3,3,4,3,1,3,pic,3,3,1,Photo
0,photo,119,button,5.463013699,4,4,4,3,4,1,pic,5,6,0,Photo
1,photo,120,button,6.18630137,3,2,4,4,1,3,pic,13,5,1,Photo
1,photo,121,button,4.843835616,2,5,4,7,3,5,pic,18,3,1,Photo
0,photo,122,button,3.720547945,4,5,5,2,2,3,pic,22,5,1,Photo
0,photo,123,button,5.252054795,2,4,5,5,4,3,pic,6,4,1,Photo
0,photo,124,button,4.830136986,5,4,5,6,2,3,pic,14,2,1,Photo
0,photo,125,button,3.276712329,5,5,5,10,1,5,pic,10,10,2,Photo
1,photo,126,button,6.652054795,5,5,5,15,1,5,pic,10,10,2,Photo
0,photo,127,button,5.482191781,5,5,5,10,1,5,pic,10,10,2,Photo
0,photo,128,button,5.016438356,4,4,5,4,2,1,pic,14,3,1,Photo
1,bw,1,chalk,6.854794521,3,3,4,3,5,3,pic,0,1,1,B&W Drawing
1,bw,2,chalk,6.82739726,2,4,4,3,2,1,pic,3,2,0,B&W Drawing
1,bw,3,chalk,7.150684932,2,3,5,3,2,1,pic,3,4,1,B&W Drawing
1,bw,4,chalk,6.852054795,4,3,4,2,1,3,pic,1,2,0,B&W Drawing
1,bw,5,chalk,7.24109589,4,3,5,2,5,5,pic,5,5,1,B&W Drawing
0,bw,6,chalk,4.235616438,2,5,5,3,5,5,pic,5,5,1,B&W Drawing
0,bw,7,chalk,3.117808219,4,3,3,1,2,3,pic,3,3,0,B&W Drawing
0,bw,8,chalk,5.854794521,3,2,5,0,0,5,pic,3,1,1,B&W Drawing
0,bw,9,chalk,4.268493151,3,3,4,3,1,5,pic,3,2,1,B&W Drawing
0,bw,10,chalk,5.106849315,3,4,5,4,6,6,pic,8,3,2,B&W Drawing
1,bw,11,chalk,5.109589041,4,2,5,1,1,1,pic,14,0,0,B&W Drawing
0,bw,12,chalk,5.276712329,4,5,2,3,0,1,pic,5,3,1,B&W Drawing
0,bw,13,chalk,5.630136986,4,2,5,3,3,3,pic,4,2,1,B&W Drawing
0,bw,14,chalk,5.178082192,4,5,4,0,1,1,pic,2,2,1,B&W Drawing
0,bw,15,chalk,5.969863014,5,5,4,2,3,3,pic,3,3,1,B&W Drawing
