accuracy,condition,child,target_word,age,pic_interact,play,talk,toy_num,pic_num,maternal_ed,super_condition,draw_num,poster_num,tv_num,condition_label
1,cartoon,70,ball,7.164383562,5,5,5,4,3,3,pic,5,3,1,Cartoon
1,cartoon,71,ball,5.287671233,5,5,5,12,6,5,pic,5,3,0,Cartoon
1,cartoon,72,ball,7.301369863,2,3,3,3,6,1,pic,7,2,1,Cartoon
1,cartoon,73,ball,7.128767123,2,4,4,2,2,5,pic,5,0,1,Cartoon
1,cartoon,74,ball,7.194520548,2,4,2,3,1,1,pic,2,3,1,Cartoon
1,cartoon,75,ball,7.476712329,4,4,4,20,5,1,pic,12,4,1,Cartoon
1,cartoon,76,ball,6.873972603,5,4,4,0,1,1,pic,1,1,0,Cartoon
1,cartoon,77,ball,7.531506849,4,2,4,24,6,3,pic,12,5,1,Cartoon
1,cartoon,78,ball,7.115068493,4,4,4,20,5,1,pic,12,4,1,Cartoon
1,cartoon,79,ball,3.846575342,2,5,4,5,5,5,pic,14,2,1,Cartoon
1,cartoon,80,ball,4.057534247,4,3,4,4,2,1,pic,7,3,0,Cartoon
1,cartoon,81,ball,3.6,3,4,4,3,4,5,pic,3,4,1,Cartoon
1,cartoon,82,ball,6.602739726,3,4,4,3,4,5,pic,3,4,1,Cartoon
1,cartoon,83,ball,5.249315068,3,4,4,3,4,5,pic,3,4,1,Cartoon
1,cartoon,84,ball,3.01369863,3,2,3,1,1,5,pic,12,4,1,Cartoon
1,cartoon,85,ball,3.246575342,3,4,5,8,5,4,pic,5,7,1,Cartoon
1,cartoon,86,ball,3.326027397,4,4,4,2,2,3,pic,6,2,1,Cartoon
1,cartoon,87,ball,3.265753425,3,4,3,2,2,1,pic,4,3,1,Cartoon
1,cartoon,88,ball,3.871232877,4,3,4,7,2,3,pic,6,2,1,Cartoon
1,cartoon,89,ball,3.150684932,2,4,3,4,2,5,pic,5,2,1,Cartoon
1,cartoon,90,ball,3.063013699,2,3,2,2,1,3,pic,4,3,1,Cartoon
1,cartoon,91,ball,3.495890411,3,4,5,2,1,1,pic,3,2,0,Cartoon
1,cartoon,92,ball,3.142465753,4,4,5,6,7,3,pic,48,3,2,Cartoon
1,cartoon,93,ball,3.77260274,3,4,5,3,1,1,pic,4,4,1,Cartoon
1,cartoon,94,ball,3.443835616,3,4,4,3,3,5,pic,10,0,1,Cartoon
1,cartoon,95,ball,3.547945205,3,3,4,1,4,3,pic,16,2,0,Cartoon
1,cartoon,96,ball,4.82739726,3,4,4,10,5,5,pic,24,4,1,Cartoon
1,bw,97,ball,4.517808219,3,4,5,7,2,1,pic,17,2,1,B&W Drawing
1,bw,98,ball,3.901369863,3,4,4,10,5,3,pic,30,6,1,B&W Drawing
1,bw,99,ball,4.783561644,3,4,4,10,5,3,pic,30,6,1,B&W Drawing
1,bw,100,ball,4.950684932,3,4,4,10,5,3,pic,30,6,1,B&W Drawing
1,bw,101,ball,3.134246575,4,3,5,6,3,1,pic,16,1,1,B&W Drawing
1,bw,102,ball,6.254794521,4,4,4,6,2,5,pic,10,3,1,B&W Drawing
0,bw,103,ball,3.934246575,4,4,5,50,5,5,pic,36,7,0,B&W Drawing
1,bw,104,ball,3.090410959,4,2,4,20,4,5,pic,5,6,1,B&W Drawing
1,bw,105,ball,6.161643836,4,3,4,2,3,1,pic,3,4,1,B&W Drawing
1,bw,106,ball,6.430136986,3,3,4,10,4,3,pic,24,3,0,B&W Drawing
1,bw,107,ball,6.235616438,4,4,4,5,10,1,pic,20,2,1,B&W Drawing
1,bw,108,ball,6.980821918,4,4,5,2,3,3,pic,5,2,1,B&W Drawing
1,bw,109,ball,6.495890411,3,2,4,20,1,1,pic,16,2,1,B&W Drawing
1,bw,110,ball,6.021917808,3,3,4,5,3,5,pic,14,2,1,B&W Drawing
1,bw,111,ball,6.778082192,3,3,4,3,3,3,pic,5,4,1,B&W Drawing
1,bw,112,ball,6.621917808,3,3,4,1,2,3,pic,3,2,1,B&W Drawing
1,bw,113,ball,6.580821918,5,5,5,2,2,1,pic,3,2,0,B&W Drawing
1,bw,114,ball,6.901369863,4,4,3,15,5,4,pic,30,7,0,B&W Drawing
1,bw,115,ball,6.942465753,3,4,4,4,3,5,pic,10,4,1,B&W Drawing
1,bw,116,ball,5.350684932,5,3,4,1,3,3,pic,5,5,1,B&W Drawing
1,bw,117,ball,6.032876712,4,4,4,2,4,3,pic,7,2,1,B&W Drawing
0,bw,118,ball,3.347945205,3,3,4,3,1,3,pic,3,3,1,B&W Drawing
1,bw,119,ball,5.463013699,4,4,4,3,4,1,pic,5,6,0,B&W Drawing
1,bw,120,ball,6.18630137,3,2,4,4,1,3,pic,13,5,1,B&W Drawing
1,bw,121,ball,4.843835616,2,5,4,7,3,5,pic,18,3,1,B&W Drawing
1,bw,122,ball,3.720547945,4,5,5,2,2,3,pic,22,5,1,B&W Drawing
1,bw,123,ball,5.252054795,2,4,5,5,4,3,pic,6,4,1,B&W Drawing
0,bw,124,ball,4.830136986,5,4,5,6,2,3,pic,14,2,1,B&W Drawing
1,bw,125,ball,3.276712329,5,5,5,10,1,5,pic,10,10,2,B&W Drawing
1,bw,126,ball,6.652054795,5,5,5,15,1,5,pic,10,10,2,B&W Drawing
1,bw,127,ball,5.482191781,5,5,5,10,1,5,pic,10,10,2,B&W Drawing
1,bw,128,ball,5.016438356,4,4,5,4,2,1,pic,14,3,1,B&W Drawing
1,photo,1,book,6.854794521,3,3,4,3,5,3,pic,0,1,1,Photo
1,photo,2,book,6.82739726,2,4,4,3,2,1,pic,3,2,0,Photo
1,photo,3,book,7.150684932,2,3,5,3,2,1,pic,3,4,1,Photo
1,photo,4,book,6.852054795,4,3,4,2,1,3,pic,1,2,0,Photo
1,photo,5,book,7.24109589,4,3,5,2,5,5,pic,5,5,1,Photo
1,photo,6,book,4.235616438,2,5,5,3,5,5,pic,5,5,1,Photo
1,photo,7,book,3.117808219,4,3,3,1,2,3,pic,3,3,0,Photo
1,photo,8,book,5.854794521,3,2,5,0,0,5,pic,3,1,1,Photo
1,photo,9,book,4.268493151,3,3,4,3,1,5,pic,3,2,1,Photo
1,photo,10,book,5.106849315,3,4,5,4,6,6,pic,8,3,2,Photo
0,photo,11,book,5.109589041,4,2,5,1,1,1,pic,14,0,0,Photo
0,photo,12,book,5.276712329,4,5,2,3,0,1,pic,5,3,1,Photo
1,photo,13,book,5.630136986,4,2,5,3,3,3,pic,4,2,1,Photo
1,photo,14,book,5.178082192,4,5,4,0,1,1,pic,2,2,1,Photo
1,photo,15,book,5.969863014,5,5,4,2,3,3,pic,3,3,1,Photo
1,photo,16,book,5.452054795,2,5,4,0,1,1,pic,1,1,0,Photo
1,photo,17,book,5.252054795,3,4,5,4,3,6,pic,5,6,1,Photo
0,photo,18,book,5.21369863,3,4,4,30,4,1,pic,5,3,1,Photo
1,photo,19,book,5.778082192,3,4,5,2,0,1,pic,14,2,1,Photo
1,photo,20,book,5.117808219,4,4,4,6,3,6,pic,48,5,1,Photo
1,photo,21,book,5.361643836,5,4,4,20,10,1,pic,12,4,1,Photo
0,photo,22,book,5.287671233,4,4,4,4,1,1,pic,5,6,1,Photo
1,photo,23,book,5.060273973,4,4,4,3,1,1,pic,4,6,1,Photo
1,photo,24,book,5.657534247,5,4,5,7,1,5,pic,4,2,1,Photo
1,photo,25,book,5.97260274,3,4,4,8,5,5,pic,20,7,1,Photo
1,photo,26,book,5.676712329,2,5,4,0,2,1,pic,3,1,0,Photo
1,photo,27,book,5.531506849,3,3,4,3,2,1,pic,6,3,0,Photo
1,photo,28,book,5.64109589,4,4,4,4,6,1,pic,12,4,1,Photo
1,photo,29,book,3.994520548,3,4,4,15,4,6,pic,6,2,1,Photo
1,photo,30,book,5.6,3,2,5,0,2,1,pic,2,1,1,Photo
1,photo,31,book,5.591780822,5,5,4,0,1,5,pic,2,2,1,Photo
1,photo,32,book,5.115068493,4,4,4,3,5,1,pic,12,3,1,Photo
1,cartoon,33,book,4.682191781,2,4,4,2,1,5,pic,8,0,1,Cartoon
1,cartoon,34,book,5.246575342,3,4,5,0,5,1,pic,12,2,1,Cartoon
1,cartoon,35,book,3.983561644,4,3,2,2,5,1,pic,5,2,1,Cartoon
1,cartoon,36,book,4.775342466,5,4,4,30,3,1,pic,3,3,1,Cartoon
1,cartoon,37,book,4.279452055,4,2,4,4,3,4,pic,3,2,0,Cartoon
1,cartoon,38,book,4.208219178,5,4,5,4,8,1,pic,16,4,2,Cartoon
1,cartoon,39,book,4.263013699,4,2,5,1,3,3,pic,13,1,1,Cartoon
1,cartoon,40,book,4.78630137,4,4,3,1,3,3,pic,2,2,1,Cartoon
1,cartoon,41,book,3.978082192,5,5,5,3,2,5,pic,6,5,1,Cartoon
0,cartoon,42,book,4.391780822,2,5,5,5,2,3,pic,12,1,1,Cartoon
1,cartoon,43,book,4.391780822,5,5,5,2,3,3,pic,4,2,1,Cartoon
1,cartoon,44,book,4.835616438,3,3,3,3,2,1,pic,12,2,1,Cartoon
1,cartoon,45,book,4.043835616,4,4,4,6,1,3,pic,3,2,1,Cartoon
1,cartoon,46,book,4.797260274,4,5,5,10,4,1,pic,8,0,1,Cartoon
0,cartoon,47,book,4.153424658,2,2,5,3,1,1,pic,2,1,1,Cartoon
0,cartoon,48,book,4.454794521,3,4,5,16,4,5,pic,28,3,0,Cartoon
0,cartoon,49,book,4.610958904,4,4,5,16,4,1,pic,16,3,0,Cartoon
1,cartoon,50,book,4.024657534,4,4,4,2,0,5,pic,10,4,1,Cartoon
0,cartoon,51,book,4.994520548,4,5,5,20,8,3,pic,13,7,3,Cartoon
1,cartoon,52,book,4.44109589,4,2,4,6,5,5,pic,20,4,1,Cartoon
0,cartoon,53,book,4.290410959,5,5,3,0,2,3,pic,2,0,1,Cartoon
1,cartoon,54,book,7.673972603,4,4,3,5,2,5,pic,10,2,1,Cartoon
1,cartoon,55,book,7.928767123,1,1,4,0,0,3,pic,1,0,1,Cartoon
1,cartoon,56,book,7.98,1,4,4,4,2,5,pic,4,2,2,Cartoon
1,cartoon,57,book,7.926027397,5,5,3,8,3,5,pic,4,5,1,Cartoon
1,cartoon,58,book,7.99,4,2,5,3,4,5,pic,6,4,1,Cartoon
0,cartoon,59,book,6.101369863,2,3,5,10,3,3,pic,4,3,1,Cartoon
1,cartoon,60,book,6.430136986,4,5,5,12,6,1,pic,7,2,1,Cartoon
1,cartoon,61,book,6.575342466,2,4,4,2,2,3,pic,13,0,1,Cartoon
1,cartoon,62,book,5.871232877,2,2,4,3,2,5,pic,5,4,1,Cartoon
1,cartoon,63,book,7.717808219,5,5,4,20,2,3,pic,10,5,1,Cartoon
1,cartoon,64,book,7.728767123,2,2,5,7,6,1,pic,15,5,1,Cartoon
1,bw,65,book,7.873972603,4,4,4,10,4,1,pic,8,2,0,B&W Drawing
1,bw,66,book,7.350684932,4,5,4,4,2,5,pic,6,2,1,B&W Drawing
0,bw,67,book,6.928767123,2,2,4,5,3,5,pic,15,0,1,B&W Drawing
1,bw,68,book,7.504109589,4,3,4,5,5,6,pic,20,3,1,B&W Drawing
0,bw,69,book,7.479452055,2,3,4,4,5,1,pic,24,5,1,B&W Drawing
1,bw,70,book,7.164383562,5,5,5,4,3,3,pic,5,3,1,B&W Drawing
0,bw,71,book,5.287671233,5,5,5,12,6,5,pic,5,3,0,B&W Drawing
1,bw,72,book,7.301369863,2,3,3,3,6,1,pic,7,2,1,B&W Drawing
1,bw,73,book,7.128767123,2,4,4,2,2,5,pic,5,0,1,B&W Drawing
1,bw,74,book,7.194520548,2,4,2,3,1,1,pic,2,3,1,B&W Drawing
0,bw,75,book,7.476712329,4,4,4,20,5,1,pic,12,4,1,B&W Drawing
0,bw,76,book,6.873972603,5,4,4,0,1,1,pic,1,1,0,B&W Drawing
1,bw,77,book,7.531506849,4,2,4,24,6,3,pic,12,5,1,B&W Drawing
0,bw,78,book,7.115068493,4,4,4,20,5,1,pic,12,4,1,B&W Drawing
0,bw,79,book,3.846575342,2,5,4,5,5,5,pic,14,2,1,B&W Drawing
0,bw,80,book,4.057534247,4,3,4,4,2,1,pic,7,3,0,B&W Drawing
0,bw,81,book,3.6,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
0,bw,82,book,6.602739726,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
0,bw,83,book,5.249315068,3,4,4,3,4,5,pic,3,4,1,B&W Drawing
1,bw,84,book,3.01369863,3,2,3,1,1,5,pic,12,4,1,B&W Drawing
1,bw,85,book,3.246575342,3,4,5,8,5,4,pic,5,7,1,B&W Drawing
0,bw,86,book,3.326027397,4,4,4,2,2,3,pic,6,2,1,B&W Drawing
1,bw,87,book,3.265753425,3,4,3,2,2,1,pic,4,3,1,B&W Drawing
0,bw,88,book,3.871232877,4,3,4,7,2,3,pic,6,2,1,B&W Drawing
1,bw,89,book,3.150684932,2,4,3,4,2,5,pic,5,2,1,B&W Drawing
0,bw,90,book,3.063013699,2,3,2,2,1,3,pic,4,3,1,B&W Drawing
0,bw,91,book,3.495890411,3,4,5,2,1,1,pic,3,2,0,B&W Drawing
1,bw,92,book,3.142465753,4,4,5,6,7,3,pic,48,3,2,B&W Drawing
0,bw,93,book,3.77260274,3,4,5,3,1,1,pic,4,4,1,B&W Drawing
1,bw,94,book,3.443835616,3,4,4,3,3,5,pic,10,0,1,B&W Drawing
0,bw,95,book,3.547945205,3,3,4,1,4,3,pic,16,2,0,B&W Drawing
0,bw,96,book,4.82739726,3,4,4,10,5,5,pic,24,4,1,B&W Drawing
1,obj,97,book,4.517808219,3,4,5,7,2,1,obj,17,2,1,Object
0,obj,98,book,3.901369863,3,4,4,10,5,3,obj,30,6,1,Object
1,obj,99,book,4.783561644,3,4,4,10,5,3,obj,30,6,1,Object
1,obj,100,book,4.950684932,3,4,4,10,5,3,obj,30,6,1,Object
1,obj,101,book,3.134246575,4,3,5,6,3,1,obj,16,1,1,Object
1,obj,102,book,6.254794521,4,4,4,6,2,5,obj,10,3,1,Object
1,obj,103,book,3.934246575,4,4,5,50,5,5,obj,36,7,0,Object
1,obj,104,book,3.090410959,4,2,4,20,4,5,obj,5,6,1,Object
1,obj,105,book,6.161643836,4,3,4,2,3,1,obj,3,4,1,Object
1,obj,106,book,6.430136986,3,3,4,10,4,3,obj,24,3,0,Object
1,obj,107,book,6.235616438,4,4,4,5,10,1,obj,20,2,1,Object
1,obj,108,book,6.980821918,4,4,5,2,3,3,obj,5,2,1,Object
1,obj,109,book,6.495890411,3,2,4,20,1,1,obj,16,2,1,Object
1,obj,110,book,6.021917808,3,3,4,5,3,5,obj,14,2,1,Object
1,obj,111,book,6.778082192,3,3,4,3,3,3,obj,5,4,1,Object
1,obj,112,book,6.621917808,3,3,4,1,2,3,obj,3,2,1,Object
1,obj,113,book,6.580821918,5,5,5,2,2,1,obj,3,2,0,Object
1,obj,114,book,6.901369863,4,4,3,15,5,4,obj,30,7,0,Object
1,obj,115,book,6.942465753,3,4,4,4,3,5,obj,10,4,1,Object
1,obj,116,book,5.350684932,5,3,4,1,3,3,obj,5,5,1,Object
1,obj,117,book,6.032876712,4,4,4,2,4,3,obj,7,2,1,Object
0,obj,118,book,3.347945205,3,3,4,3,1,3,obj,3,3,1,Object
1,obj,119,book,5.463013699,4,4,4,3,4,1,obj,5,6,0,Object
1,obj,120,book,6.18630137,3,2,4,4,1,3,obj,13,5,1,Object
1,obj,121,book,4.843835616,2,5,4,7,3,5,obj,18,3,1,Object
1,obj,122,book,3.720547945,4,5,5,2,2,3,obj,22,5,1,Object
1,obj,123,book,5.252054795,2,4,5,5,4,3,obj,6,4,1,Object
1,obj,124,book,4.830136986,5,4,5,6,2,3,obj,14,2,1,Object
1,obj,125,book,3.276712329,5,5,5,10,1,5,obj,10,10,2,Object
1,obj,126,book,6.652054795,5,5,5,15,1,5,obj,10,10,2,Object
1,obj,127,book,5.482191781,5,5,5,10,1,5,obj,10,10,2,Object
1,obj,128,book,5.016438356,4,4,5,4,2,1,obj,14,3,1,Object
1,photo,1,bowl,6.854794521,3,3,4,3,5,3,pic,0,1,1,Photo
1,photo,2,bowl,6.82739726,2,4,4,3,2,1,pic,3,2,0,Photo
1,photo,3,bowl,7.150684932,2,3,5,3,2,1,pic,3,4,1,Photo
1,photo,4,bowl,6.852054795,4,3,4,2,1,3,pic,1,2,0,Photo
1,photo,5,bowl,7.24109589,4,3,5,2,5,5,pic,5,5,1,Photo
0,photo,6,bowl,4.235616438,2,5,5,3,5,5,pic,5,5,1,Photo
0,photo,7,bowl,3.117808219,4,3,3,1,2,3,pic,3,3,0,Photo
1,photo,8,bowl,5.854794521,3,2,5,0,0,5,pic,3,1,1,Photo
0,photo,9,bowl,4.268493151,3,3,4,3,1,5,pic,3,2,1,Photo
1,photo,10,bowl,5.106849315,3,4,5,4,6,6,pic,8,3,2,Photo
1,photo,11,bowl,5.109589041,4,2,5,1,1,1,pic,14,0,0,Photo
1,photo,12,bowl,5.276712329,4,5,2,3,0,1,pic,5,3,1,Photo
1,photo,13,bowl,5.630136986,4,2,5,3,3,3,pic,4,2,1,Photo
1,photo,14,bowl,5.178082192,4,5,4,0,1,1,pic,2,2,1,Photo
1,photo,15,bowl,5.969863014,5,5,4,2,3,3,pic,3,3,1,Photo
1,photo,16,bowl,5.452054795,2,5,4,0,1,1,pic,1,1,0,Photo
1,photo,17,bowl,5.252054795,3,4,5,4,3,6,pic,5,6,1,Photo
1,photo,18,bowl,5.21369863,3,4,4,30,4,1,pic,5,3,1,Photo
1,photo,19,bowl,5.778082192,3,4,5,2,0,1,pic,14,2,1,Photo
1,photo,20,bowl,5.117808219,4,4,4,6,3,6,pic,48,5,1,Photo
1,photo,21,bowl,5.361643836,5,4,4,20,10,1,pic,12,4,1,Photo
1,photo,22,bowl,5.287671233,4,4,4,4,1,1,pic,5,6,1,Photo
0,photo,23,bowl,5.060273973,4,4,4,3,1,1,pic,4,6,1,Photo
1,photo,24,bowl,5.657534247,5,4,5,7,1,5,pic,4,2,1,Photo
1,photo,25,bowl,5.97260274,3,4,4,8,5,5,pic,20,7,1,Photo
1,photo,26,bowl,5.676712329,2,5,4,0,2,1,pic,3,1,0,Photo
1,photo,27,bowl,5.531506849,3,3,4,3,2,1,pic,6,3,0,Photo
0,photo,28,bowl,5.64109589,4,4,4,4,6,1,pic,12,4,1,Photo
0,photo,29,bowl,3.994520548,3,4,4,15,4,6,pic,6,2,1,Photo
0,photo,30,bowl,5.6,3,2,5,0,2,1,pic,2,1,1,Photo
1,photo,31,bowl,5.591780822,5,5,4,0,1,5,pic,2,2,1,Photo
1,photo,32,bowl,5.115068493,4,4,4,3,5,1,pic,12,3,1,Photo
0,cartoon,33,bowl,4.682191781,2,4,4,2,1,5,pic,8,0,1,Cartoon
1,cartoon,34,bowl,5.246575342,3,4,5,0,5,1,pic,12,2,1,Cartoon
0,cartoon,35,bowl,3.983561644,4,3,2,2,5,1,pic,5,2,1,Cartoon
1,cartoon,36,bowl,4.775342466,5,4,4,30,3,1,pic,3,3,1,Cartoon
1,cartoon,37,bowl,4.279452055,4,2,4,4,3,4,pic,3,2,0,Cartoon
1,cartoon,38,bowl,4.208219178,5,4,5,4,8,1,pic,16,4,2,Cartoon
1,cartoon,39,bowl,4.263013699,4,2,5,1,3,3,pic,13,1,1,Cartoon
1,cartoon,40,bowl,4.78630137,4,4,3,1,3,3,pic,2,2,1,Cartoon
1,cartoon,41,bowl,3.978082192,5,5,5,3,2,5,pic,6,5,1,Cartoon
0,cartoon,42,bowl,4.391780822,2,5,5,5,2,3,pic,12,1,1,Cartoon
0,cartoon,43,bowl,4.391780822,5,5,5,2,3,3,pic,4,2,1,Cartoon
1,cartoon,44,bowl,4.835616438,3,3,3,3,2,1,pic,12,2,1,Cartoon
1,cartoon,45,bowl,4.043835616,4,4,4,6,1,3,pic,3,2,1,Cartoon
1,cartoon,46,bowl,4.797260274,4,5,5,10,4,1,pic,8,0,1,Cartoon
1,cartoon,47,bowl,4.153424658,2,2,5,3,1,1,pic,2,1,1,Cartoon
1,cartoon,48,bowl,4.454794521,3,4,5,16,4,5,pic,28,3,0,Cartoon
0,cartoon,49,bowl,4.610958904,4,4,5,16,4,1,pic,16,3,0,Cartoon
0,cartoon,50,bowl,4.024657534,4,4,4,2,0,5,pic,10,4,1,Cartoon
1,cartoon,51,bowl,4.994520548,4,5,5,20,8,3,pic,13,7,3,Cartoon
1,cartoon,52,bowl,4.44109589,4,2,4,6,5,5,pic,20,4,1,Cartoon
0,cartoon,53,bowl,4.290410959,5,5,3,0,2,3,pic,2,0,1,Cartoon
1,cartoon,54,bowl,7.673972603,4,4,3,5,2,5,pic,10,2,1,Cartoon
1,cartoon,55,bowl,7.928767123,1,1,4,0,0,3,pic,1,0,1,Cartoon
1,cartoon,56,bowl,7.98,1,4,4,4,2,5,pic,4,2,2,Cartoon
1,cartoon,57,bowl,7.926027397,5,5,3,8,3,5,pic,4,5,1,Cartoon
1,cartoon,58,bowl,7.99,4,2,5,3,4,5,pic,6,4,1,Cartoon
1,cartoon,59,bowl,6.101369863,2,3,5,10,3,3,pic,4,3,1,Cartoon
0,cartoon,60,bowl,6.430136986,4,5,5,12,6,1,pic,7,2,1,Cartoon
0,cartoon,61,bowl,6.575342466,2,4,4,2,2,3,pic,13,0,1,Cartoon
1,cartoon,62,bowl,5.871232877,2,2,4,3,2,5,pic,5,4,1,Cartoon
1,cartoon,63,bowl,7.717808219,5,5,4,20,2,3,pic,10,5,1,Cartoon
1,cartoon,64,bowl,7.728767123,2,2,5,7,6,1,pic,15,5,1,Cartoon
1,bw,65,bowl,7.873972603,4,4,4,10,4,1,pic,8,2,0,B&W Drawing
0,bw,66,bowl,7.350684932,4,5,4,4,2,5,pic,6,2,1,B&W Drawing
1,bw,67,bowl,6.928767123,2,2,4,5,3,5,pic,15,0,1,B&W Drawing
1,bw,68,bowl,7.504109589,4,3,4,5,5,6,pic,20,3,1,B&W Drawing
1,bw,69,bowl,7.479452055,2,3,4,4,5,1,pic,24,5,1,B&W Drawing
